SMILES,Activity probability,Cytotoxicity probability,PPB fraction,SA score,Max similarity,Closest known molecule,Neutral SMILES
CC=CC(C)C1OCC2(C1=O)C(OC1C=C(OC)CC(C)(C)c3c(oc(CCCCCCCCC)c3C(C)=O)C1=O)CC1(C)CC(N)CCC12,0.789945126,0.880428672,0.9560727,6.23,0.71,C(CC1(C)C(CO)Oc2c3c(cc(O)c21)C(=O)C(OC)=CC3=O)C1C(C)(C)CCCC1=C,CC=CC(C)C1OCC2(C1=O)C(OC1C=C(OC)CC(C)(C)c3c(oc(CCCCCCCCC)c3C(C)=O)C1=O)CC1(C)CC(N)CCC12
O=C(C=Cc1ccc(O)c([O-])c1)c1ccc([O-])c(C(=O)C=Cc2ccc([O-])cc2)c1,0.788804531,0.561338603,0.9513166,3.6,0.7,c1(O)c(O)cc(C(=O)Oc2cc3ccccc3c(OC(c3cc(O)cc(O)c3)=O)c2)cc1O,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)c(C(=O)C=Cc2ccc(O)cc2)c1
CCCc1cc2c(cn1)NC(C1=C([O-])C(=O)C(C(C)C)C1=O)=[NH+]S2(=O)=O,0.786868274,0.88620913,0.75967693,4.78,0.67,c1cc2cc(-c3nc4n(c3C=NNC(=N)N)nc(S(=O)(N=CN(C)C)=O)s4)c(=O)oc2cc1N(CC)CC,CCCc1cc2c(cn1)NC(C1=C(O)C(=O)C(C(C)C)C1=O)=NS2(=O)=O
COc1c(C)c2c(c([O-])c1C1C(=O)C3(C(=O)[N-]C(=O)[N-]C3=O)C(C(C)C)=C3CC(=O)C(=O)[NH+]31)OC(C)(C)C=C2,0.785668075,0.869140685,0.8293795,6.29,0.73,OC1C(O)CC(Oc2c3c(ccc2)C(=O)C2=C(C3=O)N3C(Cc4ccccc4)C(=O)OC3c3cc(C)cc(O)c32)OC1C,COc1c(C)c2c(c(O)c1C1C(=O)C3(C(=O)NC(=O)NC3=O)C(C(C)C)=C3CC(=O)C(=O)N31)OC(C)(C)C=C2
C#CC1=CC(C)(C)c2c(cc3nc4c(c(C)c3c2C)CCc2c-4coc(=O)c2C)C1,0.78523165,0.692040086,0.99348795,3.86,0.63,c1(C)c2oc(=O)c3cc4c(nc3c2ccc1)CCC4,C#CC1=CC(C)(C)c2c(cc3nc4c(c(C)c3c2C)CCc2c-4coc(=O)c2C)C1
O=C(NCCCCc1ccc([O-])c(O)c1)Nc1coc2c(c1=O)OC(c1cccc(Cl)c1)CC2=O,0.785213649,0.886631727,0.98386675,3.73,0.7,O(c1cnc2c(n1)c(C(O)C(O)C1CCC(NCc3ncc4c(c3)OCCO4)CO1)c(F)cc2)C,O=C(NCCCCc1ccc(O)c(O)c1)Nc1coc2c(c1=O)OC(c1cccc(Cl)c1)CC2=O
O=C1c2ccc([O-])c(Cl)c2OC2CC(c3ccc4c(C(F)(F)F)cccc4c3)=NN12,0.780768573,0.817557216,0.98548186,3.79,0.68,c1(C2=NN(C3=NC(=O)CS3)C(c3ccco3)C2)cc(Cl)c(Cl)cc1,O=C1c2ccc(O)c(Cl)c2OC2CC(c3ccc4c(C(F)(F)F)cccc4c3)=NN12
CCCCc1ccc2c(-c3cccs3)cc(C(F)(F)F)[n+](C)c2c1,0.778836906,0.823420823,0.99042666,2.91,0.69,c1cc2[n+](C)c3c(c(-c4ccc(CCCC)cc4)c2cc1)cccc3,CCCCc1ccc2c(-c3cccs3)cc(C(F)(F)F)[n+](C)c2c1
C=CC(=O)c1c([O-])c(CC=C(C)CCC=C(C)C)c(OC)c2c(O)c(CC=C(C)C)c(O)nc12,0.774522007,0.773534238,0.96698135,3.85,0.65,CC12C(C3(C)Cc4c5c([nH]c4C(C)(C)C3CC1)c(OC)ccc5)CC=C1C3C(C)C(C)CCC3(C(=O)OC)CCC12C,C=CC(=O)c1c(O)c(CC=C(C)CCC=C(C)C)c(OC)c2c(O)c(CC=C(C)C)c(O)nc12
[NH3+]CCOc1cc([O-])c2cc(Cl)ccc2c1,0.773408771,0.377186477,0.71272814,3.39,0.71,Clc1cc(Cl)cc(Sc2c(OCCN)c(Cl)cc(Cl)c2)c1OCCN,NCCOc1cc(O)c2cc(Cl)ccc2c1
CC=C(C)CC(C)CC1CC(O)C(O)C(O)C1OC1C(O)C(C)OC(O)C1O,0.773326695,0.461905777,0.5869851,5.04,0.75,C1(C)C=CCC(C)C=CC=C(C)C=CC(=O)OC(C=CCC)CC=CC=CC(O)C(O)C1O,CC=C(C)CC(C)CC1CC(O)C(O)C(O)C1OC1C(O)C(C)OC(O)C1O
CCNC(=O)Nc1ccnc2c(N3CCNCC3)cccc12,0.769533932,0.515620828,0.39774585,2.26,0.69,c1(NCCC2CCCC=C2)ncnc2c1ncn2C1CCCC1,CCNC(=O)Nc1ccnc2c(N3CCNCC3)cccc12
NC(=[NH2+])NC(=O)c1ccc(NCCCc2c[n-]cn2)cc1,0.769381821,0.495039344,0.31857324,3.67,0.64,NC(=N)NCCCC(C(N)=O)NC(C(N)Cc1c2c([nH]c1C(C)(C)C)c(C(C)(C)C)cc(C(C)(C)C)c2)=O,N=C(N)NC(=O)c1ccc(NCCCc2c[nH]cn2)cc1
COc1cc2c(cc1[O-])c(=O)c(C)c1c3c(cc(CNc4ccnc5cc(Cl)ccc45)n21)c1ccc(C(F)(F)F)cc1n3C,0.764545262,0.938266814,0.9833985,3.5,0.71,c12cc(OC)c(OCc3ccc(C(F)(F)F)cc3)cc1c(Nc1ccc(F)c(Cl)c1)ccn2,COc1cc2c(cc1O)c(=O)c(C)c1c3c(cc(CNc4ccnc5cc(Cl)ccc45)n21)c1ccc(C(F)(F)F)cc1n3C
CC(O)C1NC(=O)C2(CC(O)[NH2+]CC=CC=CCN)C(C)OC(=O)C12,0.761466146,0.785873711,0.24418792,5.84,0.68,NC(CC1C(O)C(C(=O)NC(C2Cc3cccc(O)c3C(=O)O2)CC(C)C)OCN1)=O,CC(O)C1NC(=O)C2(CC(O)NCC=CC=CCN)C(C)OC(=O)C12
CC(C)=CCCC(C)=CCc1c([O-])c([O-])cc2c(OP(=O)([O-])O)c(C(=O)C=CC3(O)C=C(C)CCCC3C)c(O)c(CC=C(C)C)c12,0.760863364,0.625199914,0.95104784,5.5,0.67,C1(O)=C(CC=C(C)C)C(=O)C2(C(C(C)C)=O)C(C)(CCC=C(C)C)C(CC=C(C)C)CC1(CC=C(C)C)C2=O,CC(C)=CCCC(C)=CCc1c(O)c(O)cc2c(OP(=O)(O)O)c(C(=O)C=CC3(O)C=C(C)CCCC3C)c(O)c(CC=C(C)C)c12
O=C1OC(=Cc2ccc([O-])cc2O)c2ccccc21,0.759985387,0.556091607,0.93931675,3.0,0.84,c1ccccc1C(O)=CC(c1ccc2occc2c1OC)=O,O=C1OC(=Cc2ccc(O)cc2O)c2ccccc21
CC(=O)c1nccc2c1ccn2CCCCCCn1ccnc1,0.757951319,0.235656947,0.8592704,2.54,0.76,c1(C)cc2c(cc1)n(CCCCCC1CCCCC1)c1ccc[n+](C)c21,CC(=O)c1nccc2c1ccn2CCCCCCn1ccnc1
CC=CC=C(C)c1c([O-])cc2c(c1[O-])OC(=Cc1ccc(Cl)cc1)C2=O,0.755758107,0.763972759,0.9685621,3.62,0.78,c12c(c(C)c(O)c(Cl)c1C(=CC)C)OC(=O)c1c(C(C)=CC)cc(O)c(C)c1O2,CC=CC=C(C)c1c(O)cc2c(c1O)OC(=Cc1ccc(Cl)cc1)C2=O
CN(c1c(C#N)ccc(Cl)c1Cl)S(=O)(=O)c1ccc(Cl)c(Cl)c1,0.752191961,0.634602547,0.98709846,2.47,0.76,FC(c1cc(S(=O)(Nc2cc(F)cc(F)c2)=O)cc(C(F)(F)F)c1)(F)F,CN(c1c(C#N)ccc(Cl)c1Cl)S(=O)(=O)c1ccc(Cl)c(Cl)c1
O=C([O-])c1c[n-]c2c1c(=O)[nH]c(=O)n2C=S,0.747564375,0.444172502,0.5488682,4.85,0.68,c1c(O)c(C(O)=O)ccc1-n1c(C=Cc2ccc(C#N)cc2)nc2ccccc2c1=O,O=C(O)c1c[nH]c2c1c(=O)[nH]c(=O)n2C=S
c1nc(Cc2nc3cc(-c4cnsc4)ccc3o2)c[n-]1,0.747005105,0.549828768,0.94813454,3.9,0.57,Clc1c(OCc2oc(-c3c(Cl)c4ccccc4s3)nn2)cccc1,c1nc(Cc2nc3cc(-c4cnsc4)ccc3o2)c[nH]1
C=C1C(=O)C2(CC=CC(=O)OCC2CC=C(C)C)C(=O)C=C1C,0.741563201,0.752194285,0.77581376,4.95,0.72,C1C23C(=C)C4C(=O)C(C)(C(O)C2C(=O)O1)CC31CCC2C(C)(C=CC(=O)C2(C)C)C41,C=C1C(=O)C2(CC=CC(=O)OCC2CC=C(C)C)C(=O)C=C1C
[O-]c1c(Cl)cc(Br)c(Cl)c1Cl,0.741181731,0.29072994,0.9572157,3.51,0.65,c1cc(Cl)cc(Cl)c1Oc1c(O)cc(Cl)cc1,Oc1c(Cl)cc(Br)c(Cl)c1Cl
C=CC(=O)C1=C(C)C(O)C(c2ccc(O)c(Br)c2)C(CC=C(C)C)C(=O)C(C(C)C)=C1[O-],0.73961246,0.760018885,0.8945264,4.66,0.7,COc1c(Cl)c(C)c(Cl)c(O)c1C(c1c(CC=C(C)C)c(O)cc(O)c1C=O)=O,C=CC(=O)C1=C(C)C(O)C(c2ccc(O)c(Br)c2)C(CC=C(C)C)C(=O)C(C(C)C)=C1O
COC1CC(C)C(C)C2(C)C(C)CCC23OC3C(O)C(O)C2(O)C(OC)C(O)C2(C)C2Oc3cc4c(c([O-])c3C12)C(OC1C(C)OC(C)C(O)C1O)CO4,0.739308536,0.745821834,0.6351365,7.55,0.71,c1(OC)cccc2c1CCC1C2(C)CC(=O)C2(O)C(=O)OCC21,COC1CC(C)C(C)C2(C)C(C)CCC23OC3C(O)C(O)C2(O)C(OC)C(O)C2(C)C2Oc3cc4c(c(O)c3C12)C(OC1C(C)OC(C)C(O)C1O)CO4
C#CC#CC=CC[n+]1ccc(-c2nc3ccccc3n2CCCCCCCCCCC)c([O-])n1,0.737546504,0.528100252,0.9822118,3.61,0.75,C1N(Cn2c(=O)n(CCCn3cncc3)c(C)n2)CCCC1,C#CC#CC=CC[n+]1ccc(-c2nc3ccccc3n2CCCCCCCCCCC)c(O)n1
CC(C)=CC1NC(C(O)C(O)C(C)(O)C(N)N)C1[N-]C(=O)C[NH2+]C1CC1,0.736465871,0.579995751,0.18399274,6.4,0.58,c12c(N(C)C)cc(NC(=O)CNC(C)(C)C)c(O)c1C(=O)C1=C(O)C3(O)C(CC1C2)C(N(C)C)C(O)=C(C(N)=O)C3=O,CC(C)=CC1NC(C(O)C(O)C(C)(O)C(N)N)C1NC(=O)CNC1CC1
Cc1c(O)cc2c(c1O)C(=O)c1c([O-])cccc1C2(C)C,0.735723436,0.79130286,0.96040845,3.18,0.79,OC1=Cc2c(ccc3cc(C)c(O)cc32)C(C)(C)C1=O,Cc1c(O)cc2c(c1O)C(=O)c1c(O)cccc1C2(C)C
CC(C)[NH2+]CCCOc1cccc(Nc2ncc(SCC(=O)OC3CC[NH+]4CCCNC5=[NH+]CCC6CCC(CC3C4)C(C(=O)NCCCCN)C56)s2)c1,0.734429181,0.862052798,0.49477392,7.5,0.76,c12c(sc(NC(c3c(Cl)ccc(OCCNC(=N)N)c3)=O)c1C#N)CN(Cc1ccc(C(OC)=O)cc1)CC2,CC(C)NCCCOc1cccc(Nc2ncc(SCC(=O)OC3CCN4CCCNC5=NCCC6CCC(CC3C4)C(C(=O)NCCCCN)C56)s2)c1
CC(C)c1cc(-c2nc(-c3ccnc(Nc4ccc5cc(-c6n[nH]c7c6NC(=O)C7)[nH]c5c4)n3)cs2)cc(CO)c1O,0.732143462,0.865350664,0.9860775,3.46,0.74,S=C(NC(=O)c1c[nH]c2ccccc21)NNC(COc1ccc(C(C)C)cc1)=O,CC(C)c1cc(-c2nc(-c3ccnc(Nc4ccc5cc(-c6n[nH]c7c6NC(=O)C7)[nH]c5c4)n3)cs2)cc(CO)c1O
COC1=CC2=C(OCC(C)(C)C2OC2OC(C)C(OC)C(O)C2O)[NH+]2C1=C1C(=O)c3c(oc4ccc(C#N)cc34)C23C1c1ccccc1C3N(C)CCCc1ccccc1C,0.72971493,0.923797905,0.91768944,6.74,0.7,c1c(O)c(OC)cc2oc3c(c(O)c4c(c3O)CCc3cc5c(c(O)c3-4)C(=O)N3C(C)(C5)OCC3)c(=O)c12,COC1=CC2=C(OCC(C)(C)C2OC2OC(C)C(OC)C(O)C2O)N2C1=C1C(=O)c3c(oc4ccc(C#N)cc34)C23C1c1ccccc1C3N(C)CCCc1ccccc1C
CCOc1cc(O)c(C=CC(=O)CC(=O)C=Cc2ccc(OCc3cc(F)c(C)cc3C)c([O-])c2)c(OC)c1,0.72833693,0.862497866,0.97352326,3.23,0.68,c1cc(C(=O)C)cc(F)c1Oc1ccc(CC)cc1O,CCOc1cc(O)c(C=CC(=O)CC(=O)C=Cc2ccc(OCc3cc(F)c(C)cc3C)c(O)c2)c(OC)c1
Cc1ccc2c(c1)C(c1ccc(C)n1Cc1cc(Cl)ccc1[O-])=C(SSCC[NH2+]Cc1nc[nH]c1C)C2=O,0.727767467,0.670121312,0.95598966,4.16,0.64,Clc1c(CC)[nH]c2nc(Sc3cc4[n+]([O-])cccc4nc3)nc(N3CC4C(N)C4C3)c12,Cc1ccc2c(c1)C(c1ccc(C)n1Cc1cc(Cl)ccc1O)=C(SSCCNCc1nc[nH]c1C)C2=O
O=C(Nc1nc2c([O-])cccc2o1)c1cc(Cl)cc(Cl)c1[O-],0.725188792,0.680650234,0.9662552,3.37,0.67,c1cccc2[nH]cc(C(C3C(=O)N=C(NC)O3)C)c12,O=C(Nc1nc2c(O)cccc2o1)c1cc(Cl)cc(Cl)c1O
O=C(CC1CCCN(Cc2ccc(Cl)cc2)C1)NCCCCc1c[n-]cn1,0.723564088,0.783268452,0.7943499,3.4,0.66,C1CCCCC1Cc1[nH]c2c(c1CN(Cc1ccccc1)CC)c(Cl)ncc2,O=C(CC1CCCN(Cc2ccc(Cl)cc2)C1)NCCCCc1c[nH]cn1
CCCCCCCCc1cc([O-])c2c(c1)C(C)C(O)C(C)(C)O2,0.722262919,0.190561682,0.9587611,3.77,0.79,C12CC(C)CCC1C(C)(C)Oc1c2c(O)cc(C=Cc2c(O)cccc2)c1,CCCCCCCCc1cc(O)c2c(c1)C(C)C(O)C(C)(C)O2
Cc1ccc2nc(-c3c([O-])ccc4ccccc34)n(-c3ccc(Cl)c([O-])c3)c(=O)c2c1,0.721327305,0.84604758,0.98324275,3.01,0.84,c1(C#N)ccc(C=Cc2n(-c3cccc(O)c3)c(=O)c3c(n2)cccc3F)cc1,Cc1ccc2nc(-c3c(O)ccc4ccccc34)n(-c3ccc(Cl)c(O)c3)c(=O)c2c1
CCOC1(C)Oc2c(O)cc(C(=O)C=Cc3ccc([O-])c([O-])c3)c(O)c2C(c2cc(O)c(C(C)=O)c(OC(C)=O)c2C)OC1(C)C,0.719878972,0.447094411,0.88333553,4.95,0.8,c1cc(O)c2c(=O)c3c(cc(C)c4c3C(O)C(C(C)=C)CO4)oc2c1CC(C(O)(C)C)OC=O,CCOC1(C)Oc2c(O)cc(C(=O)C=Cc3ccc(O)c(O)c3)c(O)c2C(c2cc(O)c(C(C)=O)c(OC(C)=O)c2C)OC1(C)C
COc1cc(O)cc(O)c1C=CC(=O)c1ccccc1[O-],0.719282269,0.298402429,0.9342134,2.86,0.75,Oc1cc(O)c(C(=O)Oc2cc(C(=CC)C)c(C(O)=O)c(O)c2C)c(C)c1,COc1cc(O)cc(O)c1C=CC(=O)c1ccccc1O
NC(=[NH2+])N(CCCCCC(=O)NCC(=O)[O-])NC(=O)c1cc(Cl)ccc1[O-],0.719267666,0.783147752,0.34233865,3.73,0.61,c12c(sc(NC(c3c(Cl)ccc(OCCNC(=N)N)c3)=O)c1C#N)CN(Cc1ccc(C(OC)=O)cc1)CC2,N=C(N)N(CCCCCC(=O)NCC(=O)O)NC(=O)c1cc(Cl)ccc1O
COC(=O)C1(OC)C2OC2=CC(=O)C1(C=O)C(C)C,0.714535117,0.800675154,0.4452426,4.87,0.68,C(CC(C)C)(=O)C1C2(C(=O)CC(C)(C)CC2=O)O1,COC(=O)C1(OC)C2OC2=CC(=O)C1(C=O)C(C)C
CC(N)CCn1ccnc1,0.714150727,0.163112655,0.049451217,2.93,0.61,N(C(C)CCC)c1n2c(cccc2)nc1-c1c2c(cccc2)cc2ccccc12,CC(N)CCn1ccnc1
C=CC(=C(C)[O-])C12C(=C)C=CC(=O)OC1C2(C)C,0.710526288,0.639869153,0.6314556,5.21,0.62,CC(c1c(=O)oc2cc3c(cc2c1)C=CC(C)(C)O3)(C=C)C,C=CC(=C(C)O)C12C(=C)C=CC(=O)OC1C2(C)C
CC(C)=CCc1cc([O-])cc2oc(=O)c(Cc3c([O-])ccc(C)c3[O-])c(O)c12,0.710318446,0.517941356,0.89869356,4.11,0.83,c1c2c(c(=O)c(CC=C(C)C)c(-c3ccc(O)cc3O)o2)c(O)c(CC=C(C)C)c1O,CC(C)=CCc1cc(O)cc2oc(=O)c(Cc3c(O)ccc(C)c3O)c(O)c12
CCCCCCCC=CC=CC(=O)c1cc(C(=O)c2ccc(C(CC)Cc3ccc(C)cc3)cc2O)ccc1[O-],0.709325433,0.521946669,0.97061884,3.52,0.67,C1(O)=C(CC=C(C)C)C(=O)C2(C(C(C)C)=O)C(C)(CCC=C(C)C)C(CC=C(C)C)CC1(CC=C(C)C)C2=O,CCCCCCCC=CC=CC(=O)c1cc(C(=O)c2ccc(C(CC)Cc3ccc(C)cc3)cc2O)ccc1O
O=C1C(c2cc3ccc(Cl)cc3[nH]2)=C([O-])c2ccccc21,0.708519638,0.707397699,0.97545713,2.67,0.65,c1(C2=C(O)C(=Cc3ccccc3-c3cc(Cl)c(Cl)cc3)OC2=O)cc(Cl)c(Cl)cc1,O=C1C(c2cc3ccc(Cl)cc3[nH]2)=C(O)c2ccccc21
COC(=O)c1ccc([O-])c2c1OC(=O)C2=C1C(=O)Nc2c(O)cccc21,0.706979156,0.712109745,0.85785425,3.25,0.71,c1(=O)oc(C(OC)=O)cc2cc3c(c(O)c12)OC1(CC2=C(C(=O)c4c(c(O)cc(NC)c4O)C2=O)O1)CC3O,COC(=O)c1ccc(O)c2c1OC(=O)C2=C1C(=O)Nc2c(O)cccc21
O=C1C=C(C#CC[N-]C(=O)c2cc(Br)c(F)cc2O)Cc2cccc([O-])c2C1,0.70459795,0.792178929,0.9719128,4.25,0.57,c1(C=C(C)C(=O)NC2C(O)C(O)C3OCOC3C2O)c(F)cc(OCC(C2CC2)F)c(F)c1,O=C1C=C(C#CCNC(=O)c2cc(Br)c(F)cc2O)Cc2cccc(O)c2C1
CCCCc1c([O-])c(C(C)(C)C)cc2c1C(O)CC1C(C)(C)c3c(oc(O)c(C(=O)C(C)C)c3=O)C21O,0.703785956,0.652686179,0.9302204,4.9,0.76,c1c2c(c(O)cc1)C(=O)C1C(CC(=O)C)(C3OC(=O)CC3OC13C(O)C(=O)CC(C)O3)C2=O,CCCCc1c(O)c(C(C)(C)C)cc2c1C(O)CC1C(C)(C)c3c(oc(O)c(C(=O)C(C)C)c3=O)C21O
Cc1cn(C2CC(N=[N+]=[N-])C(CSP(=O)(Cc3ccc(C(=O)[O-])nc3)Oc3ccccc3)O2)c(=O)[nH]c1=O,0.703159988,0.903188884,0.9083192,4.74,0.78,[O-]c1c(C(CSc2nnc(Cc3ccccc3)c(=O)n2N)=O)[n+](-c2ccc(OC)cc2)no1,Cc1cn(C2CC(N=[N+]=[N-])C(CSP(=O)(Cc3ccc(C(=O)O)nc3)Oc3ccccc3)O2)c(=O)[nH]c1=O
OCC1CN(CCCCc2c[n-]cn2)CCN1,0.700646043,0.225852862,0.16461402,4.22,0.68,N1(CCC#N)CCN(CCO)CC1,OCC1CN(CCCCc2c[nH]cn2)CCN1
Cn1c(-c2cn[n-]c2)cc2c(=O)c3cc(F)c(F)cc3c(O)nc21,0.698020577,0.760927618,0.84952366,3.71,0.73,c1(C#N)ccc(C=Cc2n(-c3cccc(O)c3)c(=O)c3c(n2)cccc3F)cc1,Cn1c(-c2cn[nH]c2)cc2c(=O)c3cc(F)c(F)cc3c(O)nc21
CNC1C(=O)CC(O)CC2(C)CCC3(C=CC=CC=C(C)CCC(C)(C)C3=O)C(O)C12,0.697155118,0.758936286,0.884483,5.94,0.72,C(O)(C1(C)C(C=CC=CC)C(C)=CC2CC(C)CCC21)=C1C(=O)C(C(O)C)NC1=O,CNC1C(=O)CC(O)CC2(C)CCC3(C=CC=CC=C(C)CCC(C)(C)C3=O)C(O)C12
[O-]c1cc(Cl)cc(F)c1N(CC1CC1)c1cccc(Cl)c1,0.696644902,0.786351025,0.9715639,2.89,0.6,c1(Cc2c(Cl)cccc2Cl)c(C)n(CC2CCCCC2)ccc1=O,Oc1cc(Cl)cc(F)c1N(CC1CC1)c1cccc(Cl)c1
COc1cccc(C[NH2+]CC(O)COc2cc3ccc(=O)[nH]c3cc2C#CC(C)C)c1Cl,0.693618596,0.897882402,0.9378346,3.93,0.74,O(c1cnc2c(n1)c(C(O)C(O)C1CCC(NCc3ncc4c(c3)OCCO4)CO1)c(F)cc2)C,COc1cccc(CNCC(O)COc2cc3ccc(=O)[nH]c3cc2C#CC(C)C)c1Cl
CC(N)CCC1NC(=O)C2C(C)C(C)(OS(N)(=O)=O)C(O)C(C=CC(=O)[N-]CC[NH3+])N2C1=O,0.690459669,0.88809526,0.37957597,6.05,0.59,C1C(SC2=C(C(O)=O)C3C(=O)C(C(C)O)C3C2C)CNC1CN1S(=O)(=O)NC(C)C1,CC(N)CCC1NC(=O)C2C(C)C(C)(OS(N)(=O)=O)C(O)C(C=CC(=O)NCCN)N2C1=O
CCCCC=CC=CCC=CCC=CCC=CCCC(C)=CCc1c([O-])c(C(=O)[O-])c(O)c([O-])cc1=O,0.687631965,0.376660854,0.9287002,4.25,0.68,CC(CCC=C(C)CCC=C(C)CCCc1ccoc1)C=C1OC(=O)C(C)=C1O,CCCCC=CC=CCC=CCC=CCC=CCCC(C)=CCc1c(O)c(C(=O)O)c(O)c(O)cc1=O
O=C1c2cc3ccccc3c(=O)n2C(=O)[NH+]1CCCn1ccnc1,0.685362399,0.878824115,0.73850346,3.84,0.73,c1(=O)cc(-c2cnc3c(n(-c4ncc(Br)cn4)cc3NC(NCC)=O)c2)ccn1CCO,O=C1c2cc3ccccc3c(=O)n2C(=O)N1CCCn1ccnc1
CC(C)=CCc1cc([O-])c([O-])c2oc(=O)ccc12,0.683828533,0.405987799,0.8330304,3.64,0.78,c1c2c(c(=O)c(CC=C(C)C)c(-c3ccc(O)cc3O)o2)c(O)c(CC=C(C)C)c1O,CC(C)=CCc1cc(O)c(O)c2oc(=O)ccc12
CC(C)=CCc1c(O)c2c(c(OC3OCC(O)(CO)C(C)[NH+]3C)c1O)OC(C)(C)C(O)C2,0.682729125,0.587809205,0.35034317,5.46,0.65,c12c(N(C)C)cc(NC(=O)CNC(C)(C)C)c(O)c1C(=O)C1=C(O)C3(O)C(CC1C2)C(N(C)C)C(O)=C(C(N)=O)C3=O,CC(C)=CCc1c(O)c2c(c(OC3OCC(O)(CO)C(C)N3C)c1O)OC(C)(C)C(O)C2
NCC[NH+]1SC2C=CC(=O)C2C1=O,0.680322945,0.655182183,0.23298657,5.73,0.67,c1c2sn(CCn3c(=O)c4c(cccc4)s3)c(=O)c2ccc1,NCCN1SC2C=CC(=O)C2C1=O
C=CCC(C#CC#CC)CC1OC(=O)C2C(c3nc4c(C(C)(C)C)cc(O)cc4c(=O)[n-]3)S(=O)(=O)N(CC)C(C)N12,0.679042339,0.880518138,0.9209269,5.92,0.67,c1cc2cc(-c3nc4n(c3C=NNC(=N)N)nc(S(=O)(N=CN(C)C)=O)s4)c(=O)oc2cc1N(CC)CC,C=CCC(C#CC#CC)CC1OC(=O)C2C(c3nc4c(C(C)(C)C)cc(O)cc4c(=O)[nH]3)S(=O)(=O)N(CC)C(C)N12
CC(C)CC(Oc1ccc(Oc2ccc(Cl)c(F)c2)c(O)c1)C(=O)[NH+]1CCCCC1,0.67784518,0.844749272,0.97723454,3.81,0.82,N1CCN(C(c2ccc(Oc3cc(F)c(CC)cc3O)c(F)c2)=O)CC1=O,CC(C)CC(Oc1ccc(Oc2ccc(Cl)c(F)c2)c(O)c1)C(=O)N1CCCCC1
COc1cc2[nH]cc(C3=Nc4c(c(-c5cc(F)cc(F)c5)nn4C)SC3)c2cc1OC,0.671044409,0.930243015,0.9751122,3.16,0.71,c1(-c2n3c(nn2)SCC(Nc2c(C)cc(C)cc2C)=N3)c(Cl)cc(Cl)c(F)c1,COc1cc2[nH]cc(C3=Nc4c(c(-c5cc(F)cc(F)c5)nn4C)SC3)c2cc1OC
CCCCN1C(=O)[NH+]2C(C=CN(C)C23C(=O)[N-]C(=O)[N-]C3=O)C1c1ccc(F)cc1,0.670758247,0.849168777,0.7293802,5.83,0.68,c1cccc2cc(CN(C)C(=O)C=Cc3cc4c(nc3)NC(=O)CC4)n(C)c12,CCCCN1C(=O)N2C(C=CN(C)C23C(=O)NC(=O)NC3=O)C1c1ccc(F)cc1
CNc1ncc(C(=NOC)c2ccc3c(N4CCNCC4)nc(C)nc3c2N2CCC(N3CCCC3)C2)s1,0.670729935,0.968528032,0.8791889,3.8,0.67,o1c(-c2ccccc2)nnc1-c1c(C)c2c(s1)ncnc2N1CCCCC1,CNc1ncc(C(=NOC)c2ccc3c(N4CCNCC4)nc(C)nc3c2N2CCC(N3CCCC3)C2)s1
CC(N)C(CN)[N-]C(=O)c1cc(Nc2ccc(C(F)(F)F)cc2)nc2ccccc12,0.668939233,0.808587134,0.93005764,3.77,0.7,N(CC)C(=O)Nc1nc2c(c(-c3ncccn3)cc(-c3cncc(F)c3)c2)[nH]1,CC(N)C(CN)NC(=O)c1cc(Nc2ccc(C(F)(F)F)cc2)nc2ccccc12
O=C1NCCc2[nH]c3ccc(-c4n[n-]cc4Nc4ccc(C=Cc5cccc(Cl)c5)cc4)cc3c21,0.666504323,0.915664434,0.9788878,3.3,0.69,C(=Cc1n(-c2cccc(Cl)c2)nc(C2CCNCC2)c1)c1[nH]c2c(cc(Cl)cc2)c1,O=C1NCCc2[nH]c3ccc(-c4n[nH]cc4Nc4ccc(C=Cc5cccc(Cl)c5)cc4)cc3c21
COc1c([O-])cc(C2OC(=O)c3c(cc(O)cc3-c3ccc(C(C)=O)c(O)c3)O2)c(O)c1CC=C(C)C,0.664434373,0.700172901,0.93445414,4.02,0.82,c1cc(O)c2c(=O)c3c(cc(C)c4c3C(O)C(C(C)=C)CO4)oc2c1CC(C(O)(C)C)OC=O,COc1c(O)cc(C2OC(=O)c3c(cc(O)cc3-c3ccc(C(C)=O)c(O)c3)O2)c(O)c1CC=C(C)C
CC(C)C1(CO)CCC([NH2+]Cc2ccc(C(N)=[NH2+])cc2)CC1,0.660832107,0.597735047,0.27475047,4.21,0.63,C1(C)(C)N=C(NCCCCCCCCCC)N=C(NCc2ccc(OC)cc2)N1,CC(C)C1(CO)CCC(NCc2ccc(C(=N)N)cc2)CC1
CCCCCCC[N-]C(=O)[N-]C1CC(N)C(O)c2cc(C(C)C)cc(=O)n21,0.660653174,0.503527522,0.79338706,5.04,0.69,COc1c2c(=O)n3c(c(CNCCCCCCCCC)c2ccc1OC)-c1cc(OC)c(OC)cc1CC3,CCCCCCCNC(=O)NC1CC(N)C(O)c2cc(C(C)C)cc(=O)n21
